1221,"(0.17693379052696542, 0.8230662094730344)"
1222,"(0.20072539303204234, 0.7992746069679576)"
1223,"(0.15339032903320354, 0.8466096709667965)"
1224,"(0.20146724677414626, 0.7985327532258538)"
1225,"(0.21369618438804533, 0.7863038156119547)"
1226,"(0.29818575606532005, 0.7018142439346801)"
1227,"(0.1800625406444502, 0.8199374593555497)"
1228,"(0.20596007986899076, 0.7940399201310092)"
1241,"(0.17693379052696542, 0.8230662094730344)"
1242,"(0.15887127440803986, 0.8411287255919602)"
1243,"(0.22516896438896053, 0.7748310356110394)"
1251,"(0.15366795115090903, 0.8463320488490911)"
1252,"(0.16144474548404, 0.8385552545159599)"
1253,"(0.18800718311313244, 0.8119928168868676)"
1254,"(0.20559448241040446, 0.7944055175895957)"
1311,"(0.1942859848390463, 0.8057140151609536)"
1312,"(0.21529055052355883, 0.7847094494764412)"
1313,"(0.19208869933505687, 0.807911300664943)"
1314,"(0.18695928367598655, 0.8130407163240134)"
1315,"(0.23218461145785765, 0.7678153885421423)"
1411,"(0.17485924724840726, 0.8251407527515926)"
1414,"(0.20838631907519753, 0.7916136809248024)"
1415,"(0.14562372450677943, 0.8543762754932205)"
1416,"(0.16314317481892504, 0.836856825181075)"
1422,"(0.1999814236490634, 0.8000185763509364)"
1423,"(0.271229710150533, 0.728770289849467)"
1431,"(0.1942859848390463, 0.8057140151609536)"
1432,"(0.15817246721168482, 0.8418275327883152)"
1434,"(0.16469238481298454, 0.8353076151870154)"
1435,"(0.20596007986899076, 0.7940399201310092)"
1451,"(0.20254337899101177, 0.7974566210089883)"
1452,"(0.18413879981705258, 0.8158612001829474)"
1454,"(0.2049793367802273, 0.7950206632197727)"
1511,"(0.17123666807348692, 0.8287633319265131)"
1512,"(0.20807297378559958, 0.7919270262144005)"
1513,"(0.21964232576621232, 0.7803576742337877)"
1521,"(0.19836207773285372, 0.8016379222671463)"
1523,"(0.17822959791590842, 0.8217704020840916)"
1524,"(0.17983806709389905, 0.8201619329061008)"
1525,"(0.21207665384844426, 0.7879233461515557)"
1526,"(0.21862138165827022, 0.78137861834173)"
2111,"(0.21058475828250858, 0.7894152417174913)"
2112,"(0.19886649214745408, 0.801133507852546)"
2113,"(0.2057570383489756, 0.7942429616510245)"
2114,"(0.2068038426234284, 0.7931961573765716)"
2121,"(0.1931058164333914, 0.8068941835666086)"
2122,"(0.19324172042147728, 0.8067582795785228)"
2123,"(0.2090009704647944, 0.7909990295352056)"
2131,"(0.23119433800322836, 0.7688056619967716)"
2132,"(0.19523541157940058, 0.8047645884205995)"
2133,"(0.18452509621533222, 0.8154749037846677)"
2134,"(0.20219397265380898, 0.7978060273461911)"
2141,"(0.23261114428537866, 0.7673888557146213)"
2142,"(0.19082959231518187, 0.8091704076848182)"
2143,"(0.18350895982723991, 0.81649104017276)"
2144,"(0.18350895982723991, 0.81649104017276)"
2145,"(0.17454776070234163, 0.8254522392976583)"
2146,"(0.19790608681901736, 0.8020939131809827)"
2147,"(0.17452923859080333, 0.8254707614091965)"
2148,"(0.19048126422963194, 0.8095187357703681)"
2151,"(0.2930835709358918, 0.7069164290641081)"
2152,"(0.253529226460017, 0.7464707735399829)"
2153,"(0.2156165370829157, 0.7843834629170844)"
2154,"(0.2075499177722165, 0.7924500822277835)"
2161,"(0.21604001278187276, 0.7839599872181272)"
2171,"(0.18935163891914067, 0.8106483610808594)"
2172,"(0.17922626019505097, 0.8207737398049489)"
2173,"(0.19510447805268494, 0.8048955219473151)"
2174,"(0.214325933443464, 0.785674066556536)"
2175,"(0.21657384571305793, 0.7834261542869421)"
2211,"(0.1821266645769418, 0.8178733354230582)"
2212,"(0.15453109193989298, 0.845468908060107)"
2221,"(0.18289707118766887, 0.817102928812331)"
2222,"(0.19554361652901742, 0.8044563834709827)"
2223,"(0.22746559276117717, 0.7725344072388228)"
2224,"(0.208488794431279, 0.7915112055687209)"
2225,"(0.20889614269611076, 0.7911038573038892)"
2231,"(0.18565852412418024, 0.8143414758758198)"
2232,"(0.16328628820944885, 0.8367137117905512)"
2233,"(0.1803775691766362, 0.8196224308233637)"
2234,"(0.2080178486140662, 0.7919821513859339)"
2241,"(0.17607218150254075, 0.8239278184974593)"
2242,"(0.16604924126359863, 0.8339507587364013)"
2243,"(0.16003582620747928, 0.8399641737925209)"
2244,"(0.1545951692580968, 0.8454048307419032)"
2251,"(0.20590477505397403, 0.7940952249460261)"
2252,"(0.21166931705418862, 0.7883306829458114)"
2253,"(0.18328690230130512, 0.8167130976986949)"
2254,"(0.19958198219852516, 0.8004180178014749)"
2255,"(0.19879249440641994, 0.8012075055935801)"
2261,"(0.14687420936475223, 0.8531257906352477)"
2262,"(0.15380206381408154, 0.8461979361859184)"
2263,"(0.18497312733464566, 0.8150268726653543)"
2264,"(0.1870150735726388, 0.8129849264273612)"
2271,"(0.2761320315662162, 0.7238679684337839)"
2272,"(0.25713872814080124, 0.7428612718591988)"
2273,"(0.20696762228638227, 0.7930323777136178)"
2274,"(0.1537654282670266, 0.8462345717329733)"
2275,"(0.1900336022406435, 0.8099663977593564)"
2281,"(0.27602018589461097, 0.7239798141053891)"
2282,"(0.1846760855749769, 0.815323914425023)"
2283,"(0.16438966502949995, 0.8356103349705002)"
3011,"(0.281407719738202, 0.718592280261798)"
3012,"(0.31415427533338214, 0.6858457246666179)"
3111,"(0.23641321813470162, 0.7635867818652984)"
3112,"(0.24751044304887615, 0.7524895569511239)"
3113,"(0.3008386393509357, 0.6991613606490643)"
3114,"(0.27709261342876296, 0.7229073865712371)"
3121,"(0.26891376763844527, 0.7310862323615549)"
3122,"(0.24916885938731856, 0.7508311406126814)"
3124,"(0.2580484261769921, 0.7419515738230079)"
3125,"(0.23556509502337894, 0.764434904976621)"
3131,"(0.2569028970885941, 0.743097102911406)"
3132,"(0.26979295639819056, 0.7302070436018094)"
3141,"(0.21460784545029954, 0.7853921545497005)"
3142,"(0.2630623378764524, 0.7369376621235477)"
3143,"(0.24156249903628013, 0.75843750096372)"
3144,"(0.27574412301321666, 0.7242558769867834)"
3211,"(0.1827487473816804, 0.8172512526183195)"
3212,"(0.21492380920693838, 0.7850761907930617)"
3213,"(0.2288251439870676, 0.7711748560129325)"
3214,"(0.24057978292783094, 0.759420217072169)"
3215,"(0.211137158511986, 0.788862841488014)"
3216,"(0.21371885637358717, 0.7862811436264128)"
3217,"(0.2104969283623809, 0.789503071637619)"
3219,"(0.21845642303102547, 0.7815435769689745)"
3221,"(0.3008386393509357, 0.6991613606490643)"
3222,"(0.22616277643271945, 0.7738372235672806)"
3223,"(0.21533553098669067, 0.7846644690133093)"
3231,"(0.22585886382395323, 0.7741411361760467)"
3232,"(0.26201474135925684, 0.7379852586407433)"
3233,"(0.2754052180133449, 0.7245947819866552)"
3234,"(0.30259037229412905, 0.697409627705871)"
3236,"(0.2451478838481939, 0.7548521161518061)"
3237,"(0.21733110719709373, 0.7826688928029063)"
3411,"(0.21448399776087382, 0.7855160022391262)"
3413,"(0.2271438311213721, 0.7728561688786278)"
3414,"(0.19957092873541651, 0.8004290712645836)"
4011,"(0.20172107137508843, 0.7982789286249116)"
4012,"(0.1885462955620186, 0.8114537044379814)"
4021,"(0.20098400161216, 0.79901599838784)"
4031,"(0.2293814180348955, 0.7706185819651045)"
4032,"(0.23229810118699107, 0.7677018988130089)"
4033,"(0.25545576259605407, 0.7445442374039458)"
4111,"(0.17210016144118462, 0.8278998385588152)"
4112,"(0.21694468646375364, 0.7830553135362464)"
4151,"(0.2131351125663164, 0.7868648874336837)"
4152,"(0.2332502417686661, 0.766749758231334)"
4153,"(0.23056482011785742, 0.7694351798821426)"
4154,"(0.3154717795140596, 0.6845282204859405)"
4155,"(0.19013624011946503, 0.8098637598805349)"
4156,"(0.25545576259605407, 0.7445442374039458)"
4161,"(0.18910818123768602, 0.810891818762314)"
4162,"(0.20420923238887037, 0.7957907676111297)"
4163,"(0.23548040894683916, 0.7645195910531609)"
4164,"(0.18762407121085783, 0.8123759287891422)"
4165,"(0.29960024047633277, 0.7003997595236673)"
4166,"(0.2460986425213583, 0.7539013574786417)"
4167,"(0.20840692821310397, 0.791593071786896)"
4168,"(0.2007278996365787, 0.7992721003634213)"
4211,"(0.15887127440803986, 0.8411287255919602)"
4212,"(0.22093779247350168, 0.7790622075264984)"
4214,"(0.2855597251815761, 0.7144402748184239)"
4215,"(0.25499562481379984, 0.7450043751862001)"
4216,"(0.20241156173839178, 0.7975884382616081)"
4311,"(0.2589273920174486, 0.7410726079825514)"
4312,"(0.24795502412591633, 0.7520449758740838)"
4411,"(0.24549963832896587, 0.7545003616710341)"
4412,"(0.2215018604956619, 0.7784981395043381)"
4413,"(0.2143969429361105, 0.7856030570638894)"
4421,"(0.19516226431219774, 0.8048377356878023)"
4422,"(0.2441529337188174, 0.7558470662811826)"
4423,"(0.2067499845244161, 0.7932500154755839)"
5111,"(0.21636989355514602, 0.7836301064448541)"
5112,"(0.24819539174382066, 0.7518046082561793)"
5113,"(0.22166986913587822, 0.7783301308641218)"
5121,"(0.22474967889248348, 0.7752503211075165)"
5122,"(0.21255562510553047, 0.7874443748944694)"
5123,"(0.22484771970920706, 0.775152280290793)"
5125,"(0.2985531153216674, 0.7014468846783326)"
5131,"(0.26496168368012646, 0.7350383163198735)"
5132,"(0.2627252785003907, 0.7372747214996094)"
5133,"(0.27457295595496983, 0.7254270440450301)"
5134,"(0.41282969210172166, 0.5871703078982783)"
5135,"(0.29310013394817713, 0.7068998660518228)"
5136,"(0.2941457464371352, 0.7058542535628648)"
5211,"(0.19727159347859838, 0.8027284065214015)"
5212,"(0.2129001569673905, 0.7870998430326095)"
5221,"(0.28073795882445807, 0.7192620411755418)"
5222,"(0.24985819354808622, 0.7501418064519138)"
5223,"(0.22023403672904282, 0.7797659632709572)"
5224,"(0.18162902448197057, 0.8183709755180295)"
5225,"(0.22264776509883685, 0.7773522349011631)"
5226,"(0.25886204314414607, 0.7411379568558539)"
5227,"(0.18302034175953757, 0.8169796582404625)"
5231,"(0.2579333421001672, 0.7420666578998327)"
5232,"(0.2174006217499158, 0.7825993782500843)"
5241,"(0.2889125390449876, 0.7110874609550124)"
5242,"(0.30534464067348716, 0.6946553593265129)"
5243,"(0.28724403342742466, 0.7127559665725753)"
5244,"(0.21645933066383025, 0.7835406693361697)"
5245,"(0.2469066122567835, 0.7530933877432164)"
5251,"(0.301112725157332, 0.6988872748426681)"
5252,"(0.2765752808543172, 0.7234247191456826)"
5253,"(0.22646836076840166, 0.7735316392315983)"
5254,"(0.243673306949928, 0.756326693050072)"
6211,"(0.28606591901903533, 0.7139340809809647)"
6221,"(0.33341274340652016, 0.6665872565934798)"
6222,"(0.2583640691137277, 0.7416359308862723)"
6231,"(0.21577594159085417, 0.7842240584091458)"
6232,"(0.2753836792885273, 0.7246163207114728)"
6235,"(0.23697283938335414, 0.7630271606166459)"
6311,"(0.2950890997132701, 0.70491090028673)"
6312,"(0.21838937993406515, 0.7816106200659347)"
6313,"(0.29434108509538454, 0.7056589149046155)"
6314,"(0.22037475295861356, 0.7796252470413865)"
6315,"(0.21838937993406515, 0.7816106200659347)"
6316,"(0.22037475295861356, 0.7796252470413865)"
6321,"(0.3879077870596211, 0.6120922129403789)"
6322,"(0.3424990291175461, 0.6575009708824541)"
6331,"(0.26873516964339594, 0.7312648303566041)"
6332,"(0.2512292114825673, 0.7487707885174326)"
6341,"(0.2664903140425977, 0.7335096859574022)"
6342,"(0.2630049859574405, 0.7369950140425595)"
6343,"(0.18884493909457095, 0.811155060905429)"
6344,"(0.19555511249822516, 0.8044448875017749)"
6345,"(0.2260446885579828, 0.7739553114420171)"
6346,"(0.25067025869480547, 0.7493297413051946)"
6411,"(0.219396452786526, 0.780603547213474)"
6421,"(0.24197765593264284, 0.7580223440673571)"
6511,"(0.25506631422724607, 0.744933685772754)"
6512,"(0.27759927286531927, 0.7224007271346807)"
6513,"(0.28741767650564365, 0.7125823234943565)"
6521,"(0.2722191036618197, 0.7277808963381804)"
6522,"(0.3026041013495633, 0.6973958986504366)"
6523,"(0.250841723046749, 0.7491582769532511)"
6524,"(0.23309593036545154, 0.7669040696345485)"
6525,"(0.23524492164025912, 0.7647550783597408)"
6531,"(0.22917623894384911, 0.7708237610561508)"
6532,"(0.2346213184753013, 0.7653786815246987)"
6533,"(0.20816810451888548, 0.7918318954811145)"
6541,"(0.18373768568167784, 0.8162623143183222)"
6551,"(0.2028040731380847, 0.7971959268619152)"
6552,"(0.2028040731380847, 0.7971959268619152)"
6561,"(0.21138513696969505, 0.7886148630303049)"
6562,"(0.20870503220562414, 0.791294967794376)"
6563,"(0.19961442561668533, 0.8003855743833147)"
6564,"(0.22037475295861356, 0.7796252470413865)"
6611,"(0.2435197675576645, 0.7564802324423355)"
6621,"(0.1559802153351718, 0.8440197846648282)"
6622,"(0.18981273870649754, 0.8101872612935024)"
6623,"(0.22613148442834236, 0.7738685155716577)"
6711,"(0.26107698458441664, 0.7389230154155833)"
6721,"(0.2299550236931925, 0.7700449763068075)"
6722,"(0.23886359209298821, 0.7611364079070118)"
6731,"(0.2470940102596488, 0.7529059897403512)"
6732,"(0.18572446470335804, 0.8142755352966419)"
6733,"(0.1810009924229757, 0.8189990075770243)"
6741,"(0.18427471791117023, 0.8157252820888297)"
6742,"(0.2055457293853297, 0.7944542706146704)"
7201,"(0.20620869246803153, 0.7937913075319686)"
7202,"(0.20620869246803156, 0.7937913075319686)"
7203,"(0.20620869246803156, 0.7937913075319686)"
7204,"(0.20620869246803156, 0.7937913075319686)"
7205,"(0.21001906090525532, 0.7899809390947445)"
7231,"(0.1882439294427951, 0.811756070557205)"
7232,"(0.14838395920484326, 0.8516160407951567)"
7233,"(0.18360163122108164, 0.8163983687789184)"
7234,"(0.17526070576454716, 0.8247392942354528)"
7235,"(0.17531769082952406, 0.8246823091704759)"
7236,"(0.20670253087186322, 0.7932974691281367)"
7237,"(0.15645279981703653, 0.8435472001829635)"
7241,"(0.21095176733480128, 0.7890482326651989)"
7242,"(0.18576089644814361, 0.8142391035518565)"
7243,"(0.21095176733480128, 0.7890482326651989)"
7244,"(0.1812873737137252, 0.8187126262862747)"
7245,"(0.21852823659659867, 0.7814717634034013)"
7246,"(0.219130313158781, 0.7808696868412189)"
7247,"(0.21594550962003697, 0.7840544903799631)"
7251,"(0.18546080502491327, 0.8145391949750868)"
7252,"(0.22748980244211142, 0.7725101975578885)"
7253,"(0.22748980244211142, 0.7725101975578885)"
7271,"(0.22053991358544647, 0.7794600864145537)"
7272,"(0.22053991358544647, 0.7794600864145537)"
7281,"(0.2110888995744904, 0.7889111004255095)"
7282,"(0.2336476031316577, 0.7663523968683423)"
7283,"(0.21467965888054732, 0.7853203411194527)"
7284,"(0.22500524025001012, 0.7749947597499898)"
7291,"(0.2385628635900048, 0.7614371364099953)"
7292,"(0.1844647868903026, 0.8155352131096973)"
7293,"(0.20224794241727137, 0.7977520575827287)"
7294,"(0.20675196256128864, 0.7932480374387114)"
7295,"(0.20414946697610276, 0.7958505330238972)"
7301,"(0.18789866065850985, 0.8121013393414902)"
7302,"(0.20620869246803156, 0.7937913075319686)"
7303,"(0.22852850056490592, 0.771471499435094)"
7304,"(0.1639537901671626, 0.8360462098328373)"
7305,"(0.1912822378569256, 0.8087177621430744)"
7311,"(0.1759706466622348, 0.8240293533377652)"
7312,"(0.21104212773550515, 0.7889578722644949)"
7313,"(0.20119628653200824, 0.7988037134679917)"
7314,"(0.17979160021186885, 0.8202083997881311)"
7315,"(0.17265088661036093, 0.827349113389639)"
7316,"(0.1882439294427951, 0.811756070557205)"
7318,"(0.17411833398013457, 0.8258816660198655)"
7321,"(0.17687593138806545, 0.8231240686119344)"
7322,"(0.1873507213979564, 0.8126492786020437)"
7331,"(0.2118201218927965, 0.7881798781072036)"
7332,"(0.2069770449429328, 0.7930229550570672)"
7333,"(0.25112965959408434, 0.7488703404059156)"
7334,"(0.1733345642945068, 0.8266654357054932)"
7335,"(0.1866701009964389, 0.813329899003561)"
7361,"(0.18223131128580966, 0.8177686887141904)"
7362,"(0.1900336022406435, 0.8099663977593564)"
7371,"(0.16390645629240047, 0.8360935437075995)"
7372,"(0.16720136321726528, 0.8327986367827348)"
7373,"(0.16720136321726528, 0.8327986367827348)"
7381,"(0.16887697722837314, 0.831123022771627)"
7384,"(0.1834043398651202, 0.8165956601348798)"
7441,"(0.20633289431592655, 0.7936671056840734)"
7442,"(0.18400737875502374, 0.8159926212449764)"
7444,"(0.2268950368764407, 0.7731049631235594)"
7451,"(0.17458053453354636, 0.8254194654664536)"
7452,"(0.16383522796692532, 0.8361647720330746)"
7511,"(0.21462857386135956, 0.7853714261386405)"
7512,"(0.22907269374428507, 0.770927306255715)"
7513,"(0.2498975234380847, 0.7501024765619154)"
7514,"(0.22847011550640162, 0.7715298844935984)"
7521,"(0.1518758840262816, 0.8481241159737184)"
7522,"(0.17877350253148505, 0.8212264974685148)"
7531,"(0.18407999993725363, 0.8159200000627463)"
7532,"(0.1986525632964138, 0.8013474367035861)"
7533,"(0.20696762228638227, 0.7930323777136178)"
7534,"(0.23522739506148993, 0.7647726049385101)"
7535,"(0.16605092485063624, 0.8339490751493637)"
7611,"(0.18209180161278016, 0.8179081983872197)"
7612,"(0.17475567630434424, 0.8252443236956558)"
7621,"(0.18624708714791902, 0.8137529128520811)"
7622,"(0.16836524354695712, 0.8316347564530427)"
8211,"(0.211650936724341, 0.788349063275659)"
8221,"(0.20620869246803156, 0.7937913075319686)"
8222,"(0.20620869246803156, 0.7937913075319686)"
8231,"(0.1870819449777219, 0.812918055022278)"
8232,"(0.18414070106851482, 0.8158592989314852)"
8241,"(0.1578653352994106, 0.8421346647005893)"
8252,"(0.22935702799903435, 0.7706429720009658)"
8255,"(0.22762049001486695, 0.7723795099851329)"
8261,"(0.20508768573243438, 0.7949123142675656)"
8262,"(0.20508768573243438, 0.7949123142675656)"
8411,"(0.18492627216997035, 0.8150737278300297)"
8412,"(0.18293642138474114, 0.8170635786152588)"
8421,"(0.2034219548046114, 0.7965780451953887)"
8422,"(0.19777219724321637, 0.8022278027567836)"
8431,"(0.18047023086289332, 0.8195297691371067)"
8432,"(0.2259012886419653, 0.7740987113580348)"
8441,"(0.20508768573243438, 0.7949123142675656)"
8442,"(0.20003952877740067, 0.7999604712225993)"
8611,"(0.17978426012936113, 0.8202157398706389)"
8612,"(0.20889614269611076, 0.7911038573038892)"
8613,"(0.18800119307662824, 0.8119988069233718)"
8614,"(0.18492627216997035, 0.8150737278300297)"
8615,"(0.18423828344474114, 0.8157617165552589)"
9211,"(0.22852850056490592, 0.771471499435094)"
9212,"(0.22852850056490592, 0.771471499435094)"
9213,"(0.2285285005649063, 0.7714714994350937)"
9214,"(0.22852850056490592, 0.771471499435094)"
9215,"(0.22852850056490592, 0.771471499435094)"
9217,"(0.22852850056490592, 0.771471499435094)"
9221,"(0.22852850056490592, 0.771471499435094)"
9222,"(0.22852850056490592, 0.771471499435094)"
9223,"(0.22852850056490592, 0.771471499435094)"
9224,"(0.22852850056490592, 0.771471499435094)"
9226,"(0.22852850056490592, 0.771471499435094)"
9227,"(0.22852850056490592, 0.771471499435094)"
9231,"(0.17668140138041874, 0.8233185986195812)"
9232,"(0.12395983640437029, 0.8760401635956298)"
9235,"(0.1597464109725762, 0.8402535890274238)"
9241,"(0.14450470891905287, 0.8554952910809472)"
9243,"(0.1455101605300905, 0.8544898394699094)"
9411,"(0.17668140138041874, 0.8233185986195812)"
9412,"(0.15974114625090585, 0.8402588537490943)"
9413,"(0.18233830859400701, 0.817661691405993)"
9414,"(0.18418142835469237, 0.8158185716453076)"
9415,"(0.15380206381408154, 0.8461979361859184)"
9416,"(0.15995772672264258, 0.8400422732773574)"
9417,"(0.16867883543954942, 0.8313211645604507)"
9418,"(0.16844575496422415, 0.8315542450357758)"
9421,"(0.15802441112408108, 0.841975588875919)"
9422,"(0.15977016258162222, 0.8402298374183778)"
9423,"(0.16577806195694741, 0.8342219380430526)"
9431,"(0.1501051235335509, 0.8498948764664491)"
9432,"(0.17054017424003518, 0.8294598257599648)"
9433,"(0.167057124526618, 0.8329428754733821)"
9434,"(0.14979109645160715, 0.8502089035483928)"
9435,"(0.167057124526618, 0.8329428754733821)"
9436,"(0.1941040281041375, 0.8058959718958624)"
9437,"(0.15395496061696617, 0.8460450393830339)"
9441,"(0.1641664248864822, 0.8358335751135179)"
9442,"(0.1533840826660363, 0.8466159173339638)"
9445,"(0.1641664248864822, 0.8358335751135179)"
9446,"(0.16918446273075266, 0.8308155372692474)"
9447,"(0.15380206381408154, 0.8461979361859184)"
9461,"(0.17749783507629083, 0.8225021649237092)"
9462,"(0.26873516964339594, 0.7312648303566041)"
9463,"(0.18437552818042557, 0.8156244718195743)"
9465,"(0.15380206381408154, 0.8461979361859184)"
9471,"(0.189352139294499, 0.810647860705501)"
9472,"(0.18034640703412194, 0.819653592965878)"
9473,"(0.16542432491053807, 0.834575675089462)"
9474,"(0.22315017984356636, 0.7768498201564336)"
9521,"(0.14785568552411357, 0.8521443144758863)"
9522,"(0.13927314097399918, 0.8607268590260008)"
9523,"(0.1392379570605878, 0.8607620429394122)"
9524,"(0.1369891231995228, 0.8630108768004772)"
9525,"(0.14137851423739423, 0.8586214857626059)"
9526,"(0.13927314097399918, 0.8607268590260008)"
9527,"(0.15380206381408154, 0.8461979361859184)"
9531,"(0.1468000532698, 0.8531999467302)"
9532,"(0.15380206381408154, 0.8461979361859184)"
9534,"(0.216123644302206, 0.7838763556977939)"
9535,"(0.15380206381408154, 0.8461979361859184)"
9536,"(0.1614980039946703, 0.8385019960053297)"
9537,"(0.1397281644824294, 0.8602718355175705)"
9611,"(0.18566925775057913, 0.8143307422494208)"
9612,"(0.18566925775057913, 0.8143307422494208)"
9613,"(0.18566925775057913, 0.8143307422494208)"
9614,"(0.18566925775057913, 0.8143307422494208)"
9615,"(0.18566925775057913, 0.8143307422494208)"
9616,"(0.19240447826806464, 0.8075955217319354)"
9617,"(0.18566925775057913, 0.8143307422494208)"
9618,"(0.18566925775057913, 0.8143307422494208)"
9619,"(0.18628851440658328, 0.8137114855934168)"
